symbol,timestamp,author,text,engagement,composite_score,positive_count,negative_count
TSLA,2021-06-29T00:00:00,user_0_200,$TSLA is looking bullish! 🚀 Great earnings report today,81,1.0,2,0
TSLA,2021-06-29T04:48:00,user_1_200,$TSLA Just bought more. Holding long term! 💎,293,1.0,2,0
TSLA,2021-06-29T09:36:00,user_2_200,$TSLA down today but I'm not worried. Strong company,476,0.0,1,1
TSLA,2021-06-29T14:24:00,user_3_200,$TSLA took a hit. Market volatility 📉,50,-1.0,0,1
TSLA,2021-06-29T19:12:00,user_4_200,$TSLA beat expectations again! To the moon! 🌙,436,0.0,0,0
TSLA,2021-06-30T00:00:00,user_0_201,$TSLA Bearish for now. Waiting for better entry,396,-1.0,0,1
TSLA,2021-06-30T04:48:00,user_1_201,$TSLA my top pick. Undervalued imo,288,0.0,0,0
TSLA,2021-06-30T09:36:00,user_2_201,$TSLA why is it down so much? overreaction,233,-1.0,0,1
TSLA,2021-06-30T14:24:00,user_3_201,$TSLA Sold my position today. Taking profits,87,0.0,0,0
TSLA,2021-06-30T19:12:00,user_4_201,$TSLA mooning! 🚀📈 Love this stock!,267,1.0,3,0
TSLA,2021-07-01T00:00:00,user_0_202,$TSLA is looking bullish! 🚀 Great earnings report today,170,1.0,2,0
TSLA,2021-07-01T04:48:00,user_1_202,$TSLA Just bought more. Holding long term! 💎,325,1.0,2,0
TSLA,2021-07-01T09:36:00,user_2_202,$TSLA down today but I'm not worried. Strong company,36,0.0,1,1
TSLA,2021-07-01T14:24:00,user_3_202,$TSLA took a hit. Market volatility 📉,117,-1.0,0,1
TSLA,2021-07-01T19:12:00,user_4_202,$TSLA beat expectations again! To the moon! 🌙,24,0.0,0,0
TSLA,2021-07-02T00:00:00,user_0_203,$TSLA Bearish for now. Waiting for better entry,8,-1.0,0,1
TSLA,2021-07-02T04:48:00,user_1_203,$TSLA my top pick. Undervalued imo,66,0.0,0,0
TSLA,2021-07-02T09:36:00,user_2_203,$TSLA why is it down so much? overreaction,23,-1.0,0,1
TSLA,2021-07-02T14:24:00,user_3_203,$TSLA Sold my position today. Taking profits,48,0.0,0,0
TSLA,2021-07-02T19:12:00,user_4_203,$TSLA mooning! 🚀📈 Love this stock!,468,1.0,3,0
TSLA,2021-07-03T00:00:00,user_0_204,$TSLA is looking bullish! 🚀 Great earnings report today,109,1.0,2,0
TSLA,2021-07-03T04:48:00,user_1_204,$TSLA Just bought more. Holding long term! 💎,215,1.0,2,0
TSLA,2021-07-03T09:36:00,user_2_204,$TSLA down today but I'm not worried. Strong company,405,0.0,1,1
TSLA,2021-07-03T14:24:00,user_3_204,$TSLA took a hit. Market volatility 📉,434,-1.0,0,1
TSLA,2021-07-03T19:12:00,user_4_204,$TSLA beat expectations again! To the moon! 🌙,188,0.0,0,0
TSLA,2021-07-04T00:00:00,user_0_205,$TSLA Bearish for now. Waiting for better entry,270,-1.0,0,1
TSLA,2021-07-04T04:48:00,user_1_205,$TSLA my top pick. Undervalued imo,172,0.0,0,0
TSLA,2021-07-04T09:36:00,user_2_205,$TSLA why is it down so much? overreaction,449,-1.0,0,1
TSLA,2021-07-04T14:24:00,user_3_205,$TSLA Sold my position today. Taking profits,363,0.0,0,0
TSLA,2021-07-04T19:12:00,user_4_205,$TSLA mooning! 🚀📈 Love this stock!,147,1.0,3,0
TSLA,2021-07-05T00:00:00,user_0_206,$TSLA is looking bullish! 🚀 Great earnings report today,377,1.0,2,0
TSLA,2021-07-05T04:48:00,user_1_206,$TSLA Just bought more. Holding long term! 💎,349,1.0,2,0
TSLA,2021-07-05T09:36:00,user_2_206,$TSLA down today but I'm not worried. Strong company,122,0.0,1,1
TSLA,2021-07-05T14:24:00,user_3_206,$TSLA took a hit. Market volatility 📉,267,-1.0,0,1
TSLA,2021-07-05T19:12:00,user_4_206,$TSLA beat expectations again! To the moon! 🌙,59,0.0,0,0
TSLA,2021-07-06T00:00:00,user_0_207,$TSLA Bearish for now. Waiting for better entry,368,-1.0,0,1
TSLA,2021-07-06T04:48:00,user_1_207,$TSLA my top pick. Undervalued imo,16,0.0,0,0
TSLA,2021-07-06T09:36:00,user_2_207,$TSLA why is it down so much? overreaction,323,-1.0,0,1
TSLA,2021-07-06T14:24:00,user_3_207,$TSLA Sold my position today. Taking profits,408,0.0,0,0
TSLA,2021-07-06T19:12:00,user_4_207,$TSLA mooning! 🚀📈 Love this stock!,310,1.0,3,0
TSLA,2021-07-07T00:00:00,user_0_208,$TSLA is looking bullish! 🚀 Great earnings report today,157,1.0,2,0
TSLA,2021-07-07T04:48:00,user_1_208,$TSLA Just bought more. Holding long term! 💎,244,1.0,2,0
TSLA,2021-07-07T09:36:00,user_2_208,$TSLA down today but I'm not worried. Strong company,156,0.0,1,1
TSLA,2021-07-07T14:24:00,user_3_208,$TSLA took a hit. Market volatility 📉,435,-1.0,0,1
TSLA,2021-07-07T19:12:00,user_4_208,$TSLA beat expectations again! To the moon! 🌙,489,0.0,0,0
TSLA,2021-07-08T00:00:00,user_0_209,$TSLA Bearish for now. Waiting for better entry,355,-1.0,0,1
TSLA,2021-07-08T04:48:00,user_1_209,$TSLA my top pick. Undervalued imo,271,0.0,0,0
TSLA,2021-07-08T09:36:00,user_2_209,$TSLA why is it down so much? overreaction,44,-1.0,0,1
TSLA,2021-07-08T14:24:00,user_3_209,$TSLA Sold my position today. Taking profits,112,0.0,0,0
TSLA,2021-07-08T19:12:00,user_4_209,$TSLA mooning! 🚀📈 Love this stock!,113,1.0,3,0
TSLA,2021-07-09T00:00:00,user_0_210,$TSLA is looking bullish! 🚀 Great earnings report today,231,1.0,2,0
TSLA,2021-07-09T04:48:00,user_1_210,$TSLA Just bought more. Holding long term! 💎,494,1.0,2,0
TSLA,2021-07-09T09:36:00,user_2_210,$TSLA down today but I'm not worried. Strong company,141,0.0,1,1
TSLA,2021-07-09T14:24:00,user_3_210,$TSLA took a hit. Market volatility 📉,124,-1.0,0,1
TSLA,2021-07-09T19:12:00,user_4_210,$TSLA beat expectations again! To the moon! 🌙,302,0.0,0,0
TSLA,2021-07-10T00:00:00,user_0_211,$TSLA Bearish for now. Waiting for better entry,65,-1.0,0,1
TSLA,2021-07-10T04:48:00,user_1_211,$TSLA my top pick. Undervalued imo,253,0.0,0,0
TSLA,2021-07-10T09:36:00,user_2_211,$TSLA why is it down so much? overreaction,48,-1.0,0,1
TSLA,2021-07-10T14:24:00,user_3_211,$TSLA Sold my position today. Taking profits,489,0.0,0,0
TSLA,2021-07-10T19:12:00,user_4_211,$TSLA mooning! 🚀📈 Love this stock!,134,1.0,3,0
TSLA,2021-07-11T00:00:00,user_0_212,$TSLA is looking bullish! 🚀 Great earnings report today,245,1.0,2,0
TSLA,2021-07-11T04:48:00,user_1_212,$TSLA Just bought more. Holding long term! 💎,294,1.0,2,0
TSLA,2021-07-11T09:36:00,user_2_212,$TSLA down today but I'm not worried. Strong company,228,0.0,1,1
TSLA,2021-07-11T14:24:00,user_3_212,$TSLA took a hit. Market volatility 📉,36,-1.0,0,1
TSLA,2021-07-11T19:12:00,user_4_212,$TSLA beat expectations again! To the moon! 🌙,442,0.0,0,0
TSLA,2021-07-12T00:00:00,user_0_213,$TSLA Bearish for now. Waiting for better entry,174,-1.0,0,1
TSLA,2021-07-12T04:48:00,user_1_213,$TSLA my top pick. Undervalued imo,489,0.0,0,0
TSLA,2021-07-12T09:36:00,user_2_213,$TSLA why is it down so much? overreaction,232,-1.0,0,1
TSLA,2021-07-12T14:24:00,user_3_213,$TSLA Sold my position today. Taking profits,173,0.0,0,0
TSLA,2021-07-12T19:12:00,user_4_213,$TSLA mooning! 🚀📈 Love this stock!,371,1.0,3,0
TSLA,2021-07-13T00:00:00,user_0_214,$TSLA is looking bullish! 🚀 Great earnings report today,448,1.0,2,0
TSLA,2021-07-13T04:48:00,user_1_214,$TSLA Just bought more. Holding long term! 💎,462,1.0,2,0
TSLA,2021-07-13T09:36:00,user_2_214,$TSLA down today but I'm not worried. Strong company,20,0.0,1,1
TSLA,2021-07-13T14:24:00,user_3_214,$TSLA took a hit. Market volatility 📉,396,-1.0,0,1
TSLA,2021-07-13T19:12:00,user_4_214,$TSLA beat expectations again! To the moon! 🌙,409,0.0,0,0
TSLA,2021-07-14T00:00:00,user_0_215,$TSLA Bearish for now. Waiting for better entry,425,-1.0,0,1
TSLA,2021-07-14T04:48:00,user_1_215,$TSLA my top pick. Undervalued imo,150,0.0,0,0
TSLA,2021-07-14T09:36:00,user_2_215,$TSLA why is it down so much? overreaction,99,-1.0,0,1
TSLA,2021-07-14T14:24:00,user_3_215,$TSLA Sold my position today. Taking profits,0,0.0,0,0
TSLA,2021-07-14T19:12:00,user_4_215,$TSLA mooning! 🚀📈 Love this stock!,291,1.0,3,0
TSLA,2021-07-15T00:00:00,user_0_216,$TSLA is looking bullish! 🚀 Great earnings report today,34,1.0,2,0
TSLA,2021-07-15T04:48:00,user_1_216,$TSLA Just bought more. Holding long term! 💎,256,1.0,2,0
TSLA,2021-07-15T09:36:00,user_2_216,$TSLA down today but I'm not worried. Strong company,416,0.0,1,1
TSLA,2021-07-15T14:24:00,user_3_216,$TSLA took a hit. Market volatility 📉,393,-1.0,0,1
TSLA,2021-07-15T19:12:00,user_4_216,$TSLA beat expectations again! To the moon! 🌙,425,0.0,0,0
TSLA,2021-07-16T00:00:00,user_0_217,$TSLA Bearish for now. Waiting for better entry,410,-1.0,0,1
TSLA,2021-07-16T04:48:00,user_1_217,$TSLA my top pick. Undervalued imo,207,0.0,0,0
TSLA,2021-07-16T09:36:00,user_2_217,$TSLA why is it down so much? overreaction,478,-1.0,0,1
TSLA,2021-07-16T14:24:00,user_3_217,$TSLA Sold my position today. Taking profits,475,0.0,0,0
TSLA,2021-07-16T19:12:00,user_4_217,$TSLA mooning! 🚀📈 Love this stock!,329,1.0,3,0
TSLA,2021-07-17T00:00:00,user_0_218,$TSLA is looking bullish! 🚀 Great earnings report today,203,1.0,2,0
TSLA,2021-07-17T04:48:00,user_1_218,$TSLA Just bought more. Holding long term! 💎,461,1.0,2,0
TSLA,2021-07-17T09:36:00,user_2_218,$TSLA down today but I'm not worried. Strong company,140,0.0,1,1
TSLA,2021-07-17T14:24:00,user_3_218,$TSLA took a hit. Market volatility 📉,52,-1.0,0,1
TSLA,2021-07-17T19:12:00,user_4_218,$TSLA beat expectations again! To the moon! 🌙,127,0.0,0,0
TSLA,2021-07-18T00:00:00,user_0_219,$TSLA Bearish for now. Waiting for better entry,363,-1.0,0,1
TSLA,2021-07-18T04:48:00,user_1_219,$TSLA my top pick. Undervalued imo,226,0.0,0,0
TSLA,2021-07-18T09:36:00,user_2_219,$TSLA why is it down so much? overreaction,372,-1.0,0,1
TSLA,2021-07-18T14:24:00,user_3_219,$TSLA Sold my position today. Taking profits,205,0.0,0,0
TSLA,2021-07-18T19:12:00,user_4_219,$TSLA mooning! 🚀📈 Love this stock!,452,1.0,3,0
TSLA,2021-07-19T00:00:00,user_0_220,$TSLA is looking bullish! 🚀 Great earnings report today,364,1.0,2,0
TSLA,2021-07-19T04:48:00,user_1_220,$TSLA Just bought more. Holding long term! 💎,200,1.0,2,0
TSLA,2021-07-19T09:36:00,user_2_220,$TSLA down today but I'm not worried. Strong company,262,0.0,1,1
TSLA,2021-07-19T14:24:00,user_3_220,$TSLA took a hit. Market volatility 📉,117,-1.0,0,1
TSLA,2021-07-19T19:12:00,user_4_220,$TSLA beat expectations again! To the moon! 🌙,24,0.0,0,0
TSLA,2021-07-20T00:00:00,user_0_221,$TSLA Bearish for now. Waiting for better entry,13,-1.0,0,1
TSLA,2021-07-20T04:48:00,user_1_221,$TSLA my top pick. Undervalued imo,186,0.0,0,0
TSLA,2021-07-20T09:36:00,user_2_221,$TSLA why is it down so much? overreaction,265,-1.0,0,1
TSLA,2021-07-20T14:24:00,user_3_221,$TSLA Sold my position today. Taking profits,243,0.0,0,0
TSLA,2021-07-20T19:12:00,user_4_221,$TSLA mooning! 🚀📈 Love this stock!,271,1.0,3,0
TSLA,2021-07-21T00:00:00,user_0_222,$TSLA is looking bullish! 🚀 Great earnings report today,279,1.0,2,0
TSLA,2021-07-21T04:48:00,user_1_222,$TSLA Just bought more. Holding long term! 💎,106,1.0,2,0
TSLA,2021-07-21T09:36:00,user_2_222,$TSLA down today but I'm not worried. Strong company,34,0.0,1,1
TSLA,2021-07-21T14:24:00,user_3_222,$TSLA took a hit. Market volatility 📉,365,-1.0,0,1
TSLA,2021-07-21T19:12:00,user_4_222,$TSLA beat expectations again! To the moon! 🌙,316,0.0,0,0
TSLA,2021-07-22T00:00:00,user_0_223,$TSLA Bearish for now. Waiting for better entry,458,-1.0,0,1
TSLA,2021-07-22T04:48:00,user_1_223,$TSLA my top pick. Undervalued imo,23,0.0,0,0
TSLA,2021-07-22T09:36:00,user_2_223,$TSLA why is it down so much? overreaction,391,-1.0,0,1
TSLA,2021-07-22T14:24:00,user_3_223,$TSLA Sold my position today. Taking profits,492,0.0,0,0
TSLA,2021-07-22T19:12:00,user_4_223,$TSLA mooning! 🚀📈 Love this stock!,274,1.0,3,0
TSLA,2021-07-23T00:00:00,user_0_224,$TSLA is looking bullish! 🚀 Great earnings report today,34,1.0,2,0
TSLA,2021-07-23T04:48:00,user_1_224,$TSLA Just bought more. Holding long term! 💎,18,1.0,2,0
TSLA,2021-07-23T09:36:00,user_2_224,$TSLA down today but I'm not worried. Strong company,277,0.0,1,1
TSLA,2021-07-23T14:24:00,user_3_224,$TSLA took a hit. Market volatility 📉,307,-1.0,0,1
TSLA,2021-07-23T19:12:00,user_4_224,$TSLA beat expectations again! To the moon! 🌙,331,0.0,0,0
TSLA,2021-07-24T00:00:00,user_0_225,$TSLA Bearish for now. Waiting for better entry,34,-1.0,0,1
TSLA,2021-07-24T04:48:00,user_1_225,$TSLA my top pick. Undervalued imo,367,0.0,0,0
TSLA,2021-07-24T09:36:00,user_2_225,$TSLA why is it down so much? overreaction,324,-1.0,0,1
TSLA,2021-07-24T14:24:00,user_3_225,$TSLA Sold my position today. Taking profits,124,0.0,0,0
TSLA,2021-07-24T19:12:00,user_4_225,$TSLA mooning! 🚀📈 Love this stock!,467,1.0,3,0
TSLA,2021-07-25T00:00:00,user_0_226,$TSLA is looking bullish! 🚀 Great earnings report today,331,1.0,2,0
TSLA,2021-07-25T04:48:00,user_1_226,$TSLA Just bought more. Holding long term! 💎,14,1.0,2,0
TSLA,2021-07-25T09:36:00,user_2_226,$TSLA down today but I'm not worried. Strong company,357,0.0,1,1
TSLA,2021-07-25T14:24:00,user_3_226,$TSLA took a hit. Market volatility 📉,39,-1.0,0,1
TSLA,2021-07-25T19:12:00,user_4_226,$TSLA beat expectations again! To the moon! 🌙,227,0.0,0,0
TSLA,2021-07-26T00:00:00,user_0_227,$TSLA Bearish for now. Waiting for better entry,167,-1.0,0,1
TSLA,2021-07-26T04:48:00,user_1_227,$TSLA my top pick. Undervalued imo,189,0.0,0,0
TSLA,2021-07-26T09:36:00,user_2_227,$TSLA why is it down so much? overreaction,401,-1.0,0,1
TSLA,2021-07-26T14:24:00,user_3_227,$TSLA Sold my position today. Taking profits,390,0.0,0,0
TSLA,2021-07-26T19:12:00,user_4_227,$TSLA mooning! 🚀📈 Love this stock!,202,1.0,3,0
TSLA,2021-07-27T00:00:00,user_0_228,$TSLA is looking bullish! 🚀 Great earnings report today,48,1.0,2,0
TSLA,2021-07-27T04:48:00,user_1_228,$TSLA Just bought more. Holding long term! 💎,13,1.0,2,0
TSLA,2021-07-27T09:36:00,user_2_228,$TSLA down today but I'm not worried. Strong company,297,0.0,1,1
TSLA,2021-07-27T14:24:00,user_3_228,$TSLA took a hit. Market volatility 📉,289,-1.0,0,1
TSLA,2021-07-27T19:12:00,user_4_228,$TSLA beat expectations again! To the moon! 🌙,5,0.0,0,0
TSLA,2021-07-28T00:00:00,user_0_229,$TSLA Bearish for now. Waiting for better entry,305,-1.0,0,1
TSLA,2021-07-28T04:48:00,user_1_229,$TSLA my top pick. Undervalued imo,312,0.0,0,0
TSLA,2021-07-28T09:36:00,user_2_229,$TSLA why is it down so much? overreaction,298,-1.0,0,1
TSLA,2021-07-28T14:24:00,user_3_229,$TSLA Sold my position today. Taking profits,315,0.0,0,0
TSLA,2021-07-28T19:12:00,user_4_229,$TSLA mooning! 🚀📈 Love this stock!,498,1.0,3,0
TSLA,2021-07-29T00:00:00,user_0_230,$TSLA is looking bullish! 🚀 Great earnings report today,423,1.0,2,0
TSLA,2021-07-29T04:48:00,user_1_230,$TSLA Just bought more. Holding long term! 💎,41,1.0,2,0
TSLA,2021-07-29T09:36:00,user_2_230,$TSLA down today but I'm not worried. Strong company,494,0.0,1,1
TSLA,2021-07-29T14:24:00,user_3_230,$TSLA took a hit. Market volatility 📉,138,-1.0,0,1
TSLA,2021-07-29T19:12:00,user_4_230,$TSLA beat expectations again! To the moon! 🌙,277,0.0,0,0
TSLA,2021-07-30T00:00:00,user_0_231,$TSLA Bearish for now. Waiting for better entry,278,-1.0,0,1
TSLA,2021-07-30T04:48:00,user_1_231,$TSLA my top pick. Undervalued imo,289,0.0,0,0
TSLA,2021-07-30T09:36:00,user_2_231,$TSLA why is it down so much? overreaction,490,-1.0,0,1
TSLA,2021-07-30T14:24:00,user_3_231,$TSLA Sold my position today. Taking profits,437,0.0,0,0
TSLA,2021-07-30T19:12:00,user_4_231,$TSLA mooning! 🚀📈 Love this stock!,184,1.0,3,0
TSLA,2021-07-31T00:00:00,user_0_232,$TSLA is looking bullish! 🚀 Great earnings report today,266,1.0,2,0
TSLA,2021-07-31T04:48:00,user_1_232,$TSLA Just bought more. Holding long term! 💎,455,1.0,2,0
TSLA,2021-07-31T09:36:00,user_2_232,$TSLA down today but I'm not worried. Strong company,322,0.0,1,1
TSLA,2021-07-31T14:24:00,user_3_232,$TSLA took a hit. Market volatility 📉,442,-1.0,0,1
TSLA,2021-07-31T19:12:00,user_4_232,$TSLA beat expectations again! To the moon! 🌙,176,0.0,0,0
TSLA,2021-08-01T00:00:00,user_0_233,$TSLA Bearish for now. Waiting for better entry,114,-1.0,0,1
TSLA,2021-08-01T04:48:00,user_1_233,$TSLA my top pick. Undervalued imo,3,0.0,0,0
TSLA,2021-08-01T09:36:00,user_2_233,$TSLA why is it down so much? overreaction,61,-1.0,0,1
TSLA,2021-08-01T14:24:00,user_3_233,$TSLA Sold my position today. Taking profits,346,0.0,0,0
TSLA,2021-08-01T19:12:00,user_4_233,$TSLA mooning! 🚀📈 Love this stock!,150,1.0,3,0
TSLA,2021-08-02T00:00:00,user_0_234,$TSLA is looking bullish! 🚀 Great earnings report today,180,1.0,2,0
TSLA,2021-08-02T04:48:00,user_1_234,$TSLA Just bought more. Holding long term! 💎,77,1.0,2,0
TSLA,2021-08-02T09:36:00,user_2_234,$TSLA down today but I'm not worried. Strong company,386,0.0,1,1
TSLA,2021-08-02T14:24:00,user_3_234,$TSLA took a hit. Market volatility 📉,373,-1.0,0,1
TSLA,2021-08-02T19:12:00,user_4_234,$TSLA beat expectations again! To the moon! 🌙,182,0.0,0,0
TSLA,2021-08-03T00:00:00,user_0_235,$TSLA Bearish for now. Waiting for better entry,188,-1.0,0,1
TSLA,2021-08-03T04:48:00,user_1_235,$TSLA my top pick. Undervalued imo,4,0.0,0,0
TSLA,2021-08-03T09:36:00,user_2_235,$TSLA why is it down so much? overreaction,38,-1.0,0,1
TSLA,2021-08-03T14:24:00,user_3_235,$TSLA Sold my position today. Taking profits,160,0.0,0,0
TSLA,2021-08-03T19:12:00,user_4_235,$TSLA mooning! 🚀📈 Love this stock!,5,1.0,3,0
TSLA,2021-08-04T00:00:00,user_0_236,$TSLA is looking bullish! 🚀 Great earnings report today,63,1.0,2,0
TSLA,2021-08-04T04:48:00,user_1_236,$TSLA Just bought more. Holding long term! 💎,115,1.0,2,0
TSLA,2021-08-04T09:36:00,user_2_236,$TSLA down today but I'm not worried. Strong company,122,0.0,1,1
TSLA,2021-08-04T14:24:00,user_3_236,$TSLA took a hit. Market volatility 📉,151,-1.0,0,1
TSLA,2021-08-04T19:12:00,user_4_236,$TSLA beat expectations again! To the moon! 🌙,46,0.0,0,0
TSLA,2021-08-05T00:00:00,user_0_237,$TSLA Bearish for now. Waiting for better entry,404,-1.0,0,1
TSLA,2021-08-05T04:48:00,user_1_237,$TSLA my top pick. Undervalued imo,98,0.0,0,0
TSLA,2021-08-05T09:36:00,user_2_237,$TSLA why is it down so much? overreaction,427,-1.0,0,1
TSLA,2021-08-05T14:24:00,user_3_237,$TSLA Sold my position today. Taking profits,88,0.0,0,0
TSLA,2021-08-05T19:12:00,user_4_237,$TSLA mooning! 🚀📈 Love this stock!,60,1.0,3,0
TSLA,2021-08-06T00:00:00,user_0_238,$TSLA is looking bullish! 🚀 Great earnings report today,339,1.0,2,0
TSLA,2021-08-06T04:48:00,user_1_238,$TSLA Just bought more. Holding long term! 💎,284,1.0,2,0
TSLA,2021-08-06T09:36:00,user_2_238,$TSLA down today but I'm not worried. Strong company,85,0.0,1,1
TSLA,2021-08-06T14:24:00,user_3_238,$TSLA took a hit. Market volatility 📉,352,-1.0,0,1
TSLA,2021-08-06T19:12:00,user_4_238,$TSLA beat expectations again! To the moon! 🌙,190,0.0,0,0
TSLA,2021-08-07T00:00:00,user_0_239,$TSLA Bearish for now. Waiting for better entry,242,-1.0,0,1
TSLA,2021-08-07T04:48:00,user_1_239,$TSLA my top pick. Undervalued imo,435,0.0,0,0
TSLA,2021-08-07T09:36:00,user_2_239,$TSLA why is it down so much? overreaction,252,-1.0,0,1
TSLA,2021-08-07T14:24:00,user_3_239,$TSLA Sold my position today. Taking profits,88,0.0,0,0
TSLA,2021-08-07T19:12:00,user_4_239,$TSLA mooning! 🚀📈 Love this stock!,163,1.0,3,0
TSLA,2021-08-08T00:00:00,user_0_240,$TSLA is looking bullish! 🚀 Great earnings report today,3,1.0,2,0
TSLA,2021-08-08T04:48:00,user_1_240,$TSLA Just bought more. Holding long term! 💎,213,1.0,2,0
TSLA,2021-08-08T09:36:00,user_2_240,$TSLA down today but I'm not worried. Strong company,469,0.0,1,1
TSLA,2021-08-08T14:24:00,user_3_240,$TSLA took a hit. Market volatility 📉,389,-1.0,0,1
TSLA,2021-08-08T19:12:00,user_4_240,$TSLA beat expectations again! To the moon! 🌙,188,0.0,0,0
TSLA,2021-08-09T00:00:00,user_0_241,$TSLA Bearish for now. Waiting for better entry,374,-1.0,0,1
TSLA,2021-08-09T04:48:00,user_1_241,$TSLA my top pick. Undervalued imo,284,0.0,0,0
TSLA,2021-08-09T09:36:00,user_2_241,$TSLA why is it down so much? overreaction,99,-1.0,0,1
TSLA,2021-08-09T14:24:00,user_3_241,$TSLA Sold my position today. Taking profits,346,0.0,0,0
TSLA,2021-08-09T19:12:00,user_4_241,$TSLA mooning! 🚀📈 Love this stock!,366,1.0,3,0
TSLA,2021-08-10T00:00:00,user_0_242,$TSLA is looking bullish! 🚀 Great earnings report today,14,1.0,2,0
TSLA,2021-08-10T04:48:00,user_1_242,$TSLA Just bought more. Holding long term! 💎,118,1.0,2,0
TSLA,2021-08-10T09:36:00,user_2_242,$TSLA down today but I'm not worried. Strong company,214,0.0,1,1
TSLA,2021-08-10T14:24:00,user_3_242,$TSLA took a hit. Market volatility 📉,76,-1.0,0,1
TSLA,2021-08-10T19:12:00,user_4_242,$TSLA beat expectations again! To the moon! 🌙,417,0.0,0,0
TSLA,2021-08-11T00:00:00,user_0_243,$TSLA Bearish for now. Waiting for better entry,249,-1.0,0,1
TSLA,2021-08-11T04:48:00,user_1_243,$TSLA my top pick. Undervalued imo,44,0.0,0,0
TSLA,2021-08-11T09:36:00,user_2_243,$TSLA why is it down so much? overreaction,90,-1.0,0,1
TSLA,2021-08-11T14:24:00,user_3_243,$TSLA Sold my position today. Taking profits,429,0.0,0,0
TSLA,2021-08-11T19:12:00,user_4_243,$TSLA mooning! 🚀📈 Love this stock!,398,1.0,3,0
TSLA,2021-08-12T00:00:00,user_0_244,$TSLA is looking bullish! 🚀 Great earnings report today,185,1.0,2,0
TSLA,2021-08-12T04:48:00,user_1_244,$TSLA Just bought more. Holding long term! 💎,102,1.0,2,0
TSLA,2021-08-12T09:36:00,user_2_244,$TSLA down today but I'm not worried. Strong company,185,0.0,1,1
TSLA,2021-08-12T14:24:00,user_3_244,$TSLA took a hit. Market volatility 📉,192,-1.0,0,1
TSLA,2021-08-12T19:12:00,user_4_244,$TSLA beat expectations again! To the moon! 🌙,86,0.0,0,0
TSLA,2021-08-13T00:00:00,user_0_245,$TSLA Bearish for now. Waiting for better entry,175,-1.0,0,1
TSLA,2021-08-13T04:48:00,user_1_245,$TSLA my top pick. Undervalued imo,169,0.0,0,0
TSLA,2021-08-13T09:36:00,user_2_245,$TSLA why is it down so much? overreaction,189,-1.0,0,1
TSLA,2021-08-13T14:24:00,user_3_245,$TSLA Sold my position today. Taking profits,122,0.0,0,0
TSLA,2021-08-13T19:12:00,user_4_245,$TSLA mooning! 🚀📈 Love this stock!,459,1.0,3,0
TSLA,2021-08-14T00:00:00,user_0_246,$TSLA is looking bullish! 🚀 Great earnings report today,375,1.0,2,0
TSLA,2021-08-14T04:48:00,user_1_246,$TSLA Just bought more. Holding long term! 💎,405,1.0,2,0
TSLA,2021-08-14T09:36:00,user_2_246,$TSLA down today but I'm not worried. Strong company,342,0.0,1,1
TSLA,2021-08-14T14:24:00,user_3_246,$TSLA took a hit. Market volatility 📉,321,-1.0,0,1
TSLA,2021-08-14T19:12:00,user_4_246,$TSLA beat expectations again! To the moon! 🌙,482,0.0,0,0
TSLA,2021-08-15T00:00:00,user_0_247,$TSLA Bearish for now. Waiting for better entry,161,-1.0,0,1
TSLA,2021-08-15T04:48:00,user_1_247,$TSLA my top pick. Undervalued imo,222,0.0,0,0
TSLA,2021-08-15T09:36:00,user_2_247,$TSLA why is it down so much? overreaction,156,-1.0,0,1
TSLA,2021-08-15T14:24:00,user_3_247,$TSLA Sold my position today. Taking profits,449,0.0,0,0
TSLA,2021-08-15T19:12:00,user_4_247,$TSLA mooning! 🚀📈 Love this stock!,411,1.0,3,0
TSLA,2021-08-16T00:00:00,user_0_248,$TSLA is looking bullish! 🚀 Great earnings report today,367,1.0,2,0
TSLA,2021-08-16T04:48:00,user_1_248,$TSLA Just bought more. Holding long term! 💎,196,1.0,2,0
TSLA,2021-08-16T09:36:00,user_2_248,$TSLA down today but I'm not worried. Strong company,477,0.0,1,1
TSLA,2021-08-16T14:24:00,user_3_248,$TSLA took a hit. Market volatility 📉,426,-1.0,0,1
TSLA,2021-08-16T19:12:00,user_4_248,$TSLA beat expectations again! To the moon! 🌙,202,0.0,0,0
TSLA,2021-08-17T00:00:00,user_0_249,$TSLA Bearish for now. Waiting for better entry,224,-1.0,0,1
TSLA,2021-08-17T04:48:00,user_1_249,$TSLA my top pick. Undervalued imo,135,0.0,0,0
TSLA,2021-08-17T09:36:00,user_2_249,$TSLA why is it down so much? overreaction,240,-1.0,0,1
TSLA,2021-08-17T14:24:00,user_3_249,$TSLA Sold my position today. Taking profits,132,0.0,0,0
TSLA,2021-08-17T19:12:00,user_4_249,$TSLA mooning! 🚀📈 Love this stock!,11,1.0,3,0
TSLA,2021-08-18T00:00:00,user_0_250,$TSLA is looking bullish! 🚀 Great earnings report today,407,1.0,2,0
TSLA,2021-08-18T04:48:00,user_1_250,$TSLA Just bought more. Holding long term! 💎,297,1.0,2,0
TSLA,2021-08-18T09:36:00,user_2_250,$TSLA down today but I'm not worried. Strong company,50,0.0,1,1
TSLA,2021-08-18T14:24:00,user_3_250,$TSLA took a hit. Market volatility 📉,454,-1.0,0,1
TSLA,2021-08-18T19:12:00,user_4_250,$TSLA beat expectations again! To the moon! 🌙,425,0.0,0,0
